09:54:51 5040 N     
09:54:56 5000 N     
15:04:06 310 A PR    
15:04:07 910 A CP    
15:04:08 920 A     
15:04:09 910 A     
15:04:10 890 A     
15:04:11 910 A     
15:04:11 910 A     
15:04:12 835 A     
15:04:13 550 A PR    
15:04:13 475 A PR    
15:04:14 1060 A CP    
15:04:15 940 A     
15:04:16 915 A     
15:04:17 925 A     
15:04:18 895 A     
15:04:19 900 A     
15:04:20 900 A     
15:04:21 890 A     
15:04:21 500 A PR    
15:04:22 940 A CP    
15:04:23 1025 A     
15:04:24 885 A     
15:04:25 885 A     
15:04:26 885 A     
15:04:27 895 A     
15:04:28 890 A     
15:04:28 870 A     
15:04:29 890 A     
15:04:30 415 A PR    
15:04:31 1040 A CP    
15:04:32 890 A     
15:04:33 880 A     
15:04:33 880 A     
15:04:34 880 A     
15:04:35 875 A     
15:04:36 875 A     
15:04:37 880 A     
15:04:38 875 A     
15:04:39 880 A     
15:04:40 875 A     
15:04:41 885 A     
15:04:41 885 A     
15:04:42 880 A     
15:04:43 875 A     
15:04:44 875 A     
15:04:45 880 A     
15:04:46 890 A     
15:04:47 880 A     
15:04:48 890 A     
15:04:48 895 A     
15:04:49 900 A     
15:04:50 890 A     
15:04:51 885 A     
15:04:52 900 A     
15:04:53 890 A     
15:04:53 345 A PR    
15:04:54 550 A CP    
15:04:55 1135 A     
15:04:56 610 A PR    
15:04:56 925 A CP    
15:04:57 885 A     
15:04:58 885 A     
15:04:59 880 A     
15:05:00 660 A PR    
15:05:00 460 A PR    
15:05:01 1025 A CP    
15:05:02 885 A     
15:05:03 880 A     
15:05:04 875 A     
15:05:05 870 A     
15:05:06 865 A     
15:05:07 875 A     
15:05:07 375 A PR    
15:05:07 495 A PR    
15:05:08 875 A CP    
15:05:09 870 A     
15:05:10 870 A     
15:05:11 870 A     
15:05:12 885 A     
15:05:13 875 A     
15:05:14 875 A     
15:05:14 880 A     
15:05:15 890 A     
15:05:16 880 A     
15:05:17 880 A     
15:05:18 890 A     
15:05:19 895 A     
15:05:20 885 A     
15:05:21 890 A     
15:05:22 1780 A MB    
15:05:23 885 A     
15:05:24 880 A     
15:05:25 870 A     
15:05:26 900 A     
15:05:27 905 A     
15:05:28 895 A     
15:05:29 890 A     
15:05:30 895 A     
15:05:30 905 A     
15:05:31 895 A     
15:05:32 895 A     
15:05:33 900 A     
15:05:34 905 A     
15:05:35 895 A     
15:05:36 885 A     
15:05:37 895 A     
15:05:38 895 A     
15:05:38 890 A     
15:05:39 635 A PR    
15:05:39 260 A PR    
15:05:40 880 A CP    
15:05:41 890 A     
15:05:42 885 A     
15:05:42 255 A PR    
15:05:43 620 A CP    
15:05:43 395 A     
15:05:44 210 A PR    
15:05:44 240 A PR    
15:05:44 625 A CP    
15:05:45 405 A PR    
15:05:46 830 A CP    
15:05:46 860 A     
15:05:47 855 A     
15:05:48 875 A     
15:05:49 875 A     
15:05:50 865 A     
15:05:51 885 A     
15:05:52 905 A     
15:05:53 925 A     
15:05:54 890 A     
15:05:54 900 A     
15:05:55 905 A     
15:05:56 910 A     
15:05:57 915 A     
15:05:58 905 A     
15:05:59 900 A     
15:06:00 800 A     
15:06:01 995 A     
15:06:02 900 A     
15:06:02 445 A PR    
15:06:03 505 A     
15:06:03 665 A PR    
15:06:04 1130 A CP    
15:06:05 750 A PR    
15:06:06 1035 A     
15:06:07 1090 A     
15:06:08 655 A PR    
15:06:09 850 A     
15:06:10 850 A     
15:06:11 865 A     
15:06:11 870 A     
15:06:12 865 A     
15:06:13 870 A     
15:06:14 870 A     
15:06:15 880 A     
15:06:16 1085 A     
15:06:17 885 A     
15:06:18 890 A     
15:06:19 900 A     
15:06:20 900 A     
15:06:20 915 A     
15:06:21 895 A     
15:06:22 920 A     
15:06:23 925 A     
15:06:24 910 A     
15:06:25 920 A     
15:06:26 925 A     
15:06:27 930 A     
15:06:28 910 A     
15:06:29 905 A     
15:06:30 910 A     
15:06:31 925 A     
15:06:31 900 A     
15:06:32 905 A     
15:06:33 915 A     
15:06:34 440 A PR    
15:06:34 475 A PR    
15:06:35 900 A CP    
15:06:36 895 A     
15:06:37 900 A     
15:06:38 895 A     
15:06:39 1040 A     
15:06:40 725 A     
15:06:40 885 A     
15:06:41 885 A     
15:06:42 895 A     
15:06:43 885 A     
15:06:44 880 A     
15:06:45 890 A     
15:06:46 705 A     
15:06:46 900 A     
15:06:47 900 A     
15:06:48 905 A     
15:06:49 915 A     
15:06:50 905 A     
15:06:51 780 A     
15:06:51 255 A PR    
15:06:51 310 A PR    
15:06:52 495 A CP    
15:06:53 930 A CP    
15:06:54 920 A     
15:06:55 910 A     
15:06:56 915 A     
15:06:56 915 A     
15:06:57 900 A     
15:06:58 875 A     
15:06:59 930 A     
15:07:00 910 A     
15:07:01 910 A     
15:07:02 910 A     
15:07:03 910 A     
15:07:03 230 A PR    
15:07:04 675 A CP    
15:07:05 915 A     
15:07:05 665 A PR    
15:07:06 1150 A CP    
15:07:07 905 A     
15:07:08 910 A     
15:07:09 895 A     
15:07:10 885 A     
15:07:11 905 A     
15:07:12 920 A     
15:07:13 905 A     
15:07:14 895 A     
15:07:15 915 A     
15:07:16 925 A     
15:07:16 900 A     
15:07:17 905 A     
15:07:18 910 A     
15:07:19 910 A     
15:07:20 895 A     
15:07:21 900 A     
15:07:22 905 A     
15:07:23 920 A     
15:07:24 905 A     
15:07:25 905 A     
15:07:25 905 A     
15:07:26 905 A     
15:07:27 915 A     
15:07:28 900 A     
15:07:29 905 A     
15:07:30 925 A     
15:07:31 915 A     
15:07:32 905 A     
15:07:33 900 A     
15:07:34 895 A     
15:07:35 905 A     
15:07:35 900 A     
15:07:36 890 A     
15:07:37 910 A     
15:07:38 925 A     
15:07:39 905 A     
15:07:40 905 A     
15:07:41 910 A     
15:07:42 915 A     
15:07:43 905 A     
15:07:44 895 A     
15:07:45 895 A     
15:07:45 910 A     
15:07:46 895 A     
15:07:47 885 A     
15:07:48 895 A     
15:07:49 895 A     
15:07:50 515 A PR    
15:07:51 1060 A CP    
15:07:51 900 A     
15:07:52 580 A PR    
15:07:53 1075 A CP    
15:07:54 925 A     
15:07:55 725 A PR    
15:07:55 200 A PR    
15:07:55 495 A CP    
15:07:56 395 A PR    
15:07:56 450 A PR    
15:07:57 495 A PR    
15:07:58 915 A CP    
15:07:59 900 A     
15:08:00 910 A     
15:08:00 915 A     
15:08:01 890 A     
15:08:02 895 A     
15:08:03 900 A     
15:08:04 910 A     
15:08:05 900 A     
15:08:06 900 A     
15:08:07 905 A     
15:08:08 915 A     
15:08:09 905 A     
15:08:09 910 A     
15:08:10 905 A     
15:08:11 900 A     
15:08:12 905 A     
15:08:13 890 A     
15:08:14 890 A     
15:08:15 900 A     
15:08:16 915 A     
15:08:17 890 A     
15:08:17 660 A PR    
15:08:18 485 A PR    
15:08:19 730 A CP    
15:08:19 830 A     
15:08:20 325 A PR    
15:08:20 575 A CP    
15:08:21 895 A CP    
15:08:22 910 A     
15:08:23 910 A     
15:08:24 890 A     
15:08:25 890 A     
15:08:26 900 A     
15:08:27 910 A     
15:08:27 615 A PR    
15:08:27 260 A PR    
15:08:28 280 A PR    
15:08:28 220 A PR    
15:08:28 500 A CP    
15:08:29 305 A PR    
15:08:29 235 A PR    
15:08:29 225 A PR    
15:08:30 920 A CP    
15:08:31 895 A     
15:08:32 885 A     
15:08:33 880 A     
15:08:34 895 A     
15:08:35 890 A     
15:08:35 895 A     
15:08:36 615 A PR    
15:08:36 280 A PR    
15:08:37 870 A CP    
15:08:38 890 A     
15:08:39 885 A     
15:08:40 870 A     
15:08:41 895 A     
15:08:42 900 A     
15:08:42 255 A PR    
15:08:43 635 A CP    
15:08:43 875 A     
15:08:44 915 A     
15:08:45 270 A     
15:08:45 620 A     
15:08:46 900 A     
15:08:47 865 A     
15:08:48 535 A PR    
15:08:48 260 A PR    
15:08:49 990 A CP    
15:08:50 885 A     
15:08:51 880 A     
15:08:51 785 A     
15:08:52 960 A     
15:08:53 900 A     
15:08:54 875 A     
15:08:55 455 A PR    
15:08:55 365 A PR    
15:08:56 940 A CP    
15:08:57 890 A     
15:08:58 885 A     
15:08:59 890 A     
15:08:59 885 A     
15:09:00 900 A     
15:09:01 895 A     
15:09:02 890 A     
15:09:03 890 A     
15:09:04 905 A     
15:09:05 885 A     
15:09:06 885 A     
15:09:07 880 A     
15:09:07 895 A     
15:09:08 890 A     
15:09:09 875 A     
15:09:10 875 A     
15:09:11 890 A     
15:09:12 885 A     
15:09:13 875 A     
15:09:14 865 A     
15:09:14 870 A     
15:09:15 875 A     
15:09:16 860 A     
15:09:17 865 A     
15:09:18 875 A     
15:09:19 875 A     
15:09:20 890 A     
15:09:21 875 A     
15:09:21 870 A     
15:09:22 880 A     
15:09:23 880 A     
15:09:24 875 A     
15:09:25 860 A     
15:09:26 880 A     
15:09:27 885 A     
15:09:28 875 A     
15:09:28 885 A     
15:09:29 515 A PR    
15:09:29 360 A PR    
15:09:30 895 A CP    
15:09:31 880 A     
15:09:31 325 A PR    
15:09:32 550 A CP    
15:09:33 885 A CP    
15:09:34 880 A     
15:09:34 500 A PR    
15:09:35 375 A PR    
15:09:35 875 A CP    
15:09:36 870 A     
15:09:37 875 A     
15:09:38 890 A     
15:09:39 870 A     
15:09:40 870 A     
15:09:41 880 A     
15:09:42 880 A     
15:09:42 870 A     
15:09:43 865 A     
15:09:44 870 A     
15:09:45 880 A     
15:09:46 865 A     
15:09:47 875 A     
15:09:48 865 A     
15:09:49 870 A     
15:09:49 875 A     
15:09:50 865 A     
15:09:51 865 A     
15:09:52 880 A     
15:09:53 880 A     
15:09:54 870 A     
15:09:55 855 A     
15:09:56 875 A     
15:09:56 875 A     
15:09:57 870 A     
15:09:58 865 A     
15:09:59 865 A     
15:10:00 870 A     
15:10:01 870 A     
15:10:02 855 A     
15:10:02 855 A     
15:10:03 865 A     
15:10:04 870 A     
15:10:05 860 A     
15:10:06 860 A     
15:10:07 860 A     
15:10:08 865 A     
15:10:09 870 A     
15:10:09 855 A     
15:10:10 865 A     
15:10:11 865 A     
15:10:12 875 A     
15:10:13 860 A     
15:10:14 855 A     
15:10:15 865 A     
15:10:15 865 A     
15:10:16 860 A     
15:10:17 860 A     
15:10:18 865 A     
15:10:19 865 A     
15:10:20 870 A     
15:10:21 850 A     
15:10:21 860 A     
15:10:22 875 A     
15:10:23 865 A     
15:10:24 865 A     
15:10:25 865 A     
15:10:26 880 A     
15:10:27 875 A     
15:10:28 875 A     
15:10:28 870 A     
15:10:29 880 A     
15:10:30 880 A     
15:10:31 880 A     
15:10:32 880 A     
15:10:33 880 A     
15:10:34 880 A     
15:10:35 890 A     
15:10:35 875 A     
15:10:36 870 A     
15:10:37 885 A     
15:10:38 895 A     
15:10:39 875 A     
15:10:40 875 A     
15:10:41 885 A     
15:10:42 885 A     
15:10:43 875 A     
15:10:43 870 A     
15:10:44 875 A     
15:10:45 880 A     
15:10:46 875 A     
15:10:47 865 A     
15:10:48 875 A     
15:10:49 875 A     
15:10:50 885 A     
15:10:50 870 A     
15:10:51 865 A     
15:10:52 875 A     
15:10:53 885 A     
15:10:54 875 A     
15:10:55 875 A     
15:10:56 880 A     
15:10:57 885 A     
15:10:57 880 A     
15:10:58 870 A     
15:10:59 875 A     
15:11:00 885 A     
15:11:01 890 A     
15:11:02 870 A     
15:11:03 875 A     
15:11:04 880 A     
15:11:04 880 A     
15:11:05 870 A     
15:11:06 870 A     
15:11:07 880 A     
15:11:08 880 A     
15:11:09 880 A     
15:11:10 870 A     
15:11:11 875 A     
15:11:11 885 A     
15:11:12 880 A     
15:11:13 870 A     
15:11:14 870 A     
15:11:15 885 A     
15:11:16 885 A     
15:11:17 870 A     
15:11:18 870 A     
15:11:18 880 A     
15:11:19 885 A     
15:11:20 875 A     
15:11:21 875 A     
15:11:22 885 A     
15:11:23 880 A     
15:11:24 880 A     
15:11:25 875 A     
15:11:25 885 A     
15:11:26 880 A     
15:11:27 880 A     
15:11:28 875 A     
15:11:29 865 A     
15:11:30 880 A     
15:11:31 890 A     
15:11:32 865 A     
15:11:32 865 A     
15:11:33 880 A     
15:11:34 880 A     
15:11:35 870 A     
15:11:36 855 A     
15:11:37 885 A     
15:11:38 890 A     
15:11:39 875 A     
15:11:40 875 A     
15:11:40 875 A     
15:11:41 880 A     
15:11:42 885 A     
15:11:43 875 A     
15:11:44 870 A     
15:11:45 885 A     
15:11:46 890 A     
15:11:46 345 A PR    
15:11:47 545 A CP    
15:11:47 875 A     
15:11:48 880 A     
15:11:49 885 A     
15:11:50 880 A     
15:11:51 865 A     
15:11:52 865 A     
15:11:53 880 A     
15:11:54 885 A     
15:11:54 870 A     
15:11:55 865 A     
15:11:56 545 A PR    
15:11:57 1015 A CP    
15:11:58 880 A     
15:11:59 870 A     
15:11:59 870 A     
15:12:00 875 A     
15:12:01 885 A     
15:12:02 865 A     
15:12:03 870 A     
15:12:04 875 A     
15:12:05 875 A     
15:12:06 875 A     
15:12:06 870 A     
15:12:07 880 A     
15:12:08 900 A     
15:12:09 885 A     
15:12:10 885 A     
15:12:10 280 A PR    
15:12:11 495 A CP    
15:12:12 1020 A     
15:12:13 895 A     
15:12:14 890 A     
15:12:14 460 A PR    
15:12:15 435 A PR    
15:12:15 835 A CP    
15:12:16 220 A PR    
15:12:16 735 A CP    
15:12:17 890 A     
15:12:18 890 A     
15:12:19 895 A     
15:12:20 890 A     
15:12:21 890 A     
15:12:22 880 A     
15:12:23 890 A     
15:12:23 900 A     
15:12:24 885 A     
15:12:25 890 A     
15:12:26 890 A     
15:12:27 910 A     
15:12:28 890 A     
15:12:29 890 A     
15:12:30 890 A     
15:12:31 905 A     
15:12:31 895 A     
15:12:32 890 A     
15:12:33 890 A     
15:12:34 895 A     
15:12:35 900 A     
15:12:36 890 A     
15:12:37 885 A     
15:12:38 895 A     
15:12:39 900 A     
15:12:39 890 A     
15:12:40 890 A     
15:12:41 920 A     
15:12:42 905 A     
15:12:43 900 A     
15:12:44 920 A     
15:12:45 900 A     
15:12:46 900 A     
15:12:47 885 A     
15:12:48 885 A     
15:12:48 890 A     
15:12:49 900 A     
15:12:50 900 A     
15:12:51 885 A     
15:12:52 900 A     
15:12:53 895 A     
15:12:54 890 A     
15:12:55 885 A     
15:12:56 875 A     
15:12:57 880 A     
15:12:57 880 A     
15:12:58 870 A     
15:12:59 875 A     
15:13:00 870 A     
15:13:01 890 A     
15:13:02 875 A     
15:13:03 865 A     
15:13:03 870 A     
15:13:04 880 A     
15:13:05 880 A     
15:13:06 875 A     
15:13:07 885 A     
15:13:08 890 A     
15:13:09 890 A     
15:13:09 325 A PR    
15:13:10 615 A CP    
15:13:11 830 A     
15:13:11 890 A     
15:13:12 895 A     
15:13:13 880 A     
15:13:14 885 A     
15:13:15 890 A     
15:13:16 900 A     
15:13:17 885 A     
15:13:18 880 A     
15:13:19 890 A     
15:13:19 890 A     
15:13:20 880 A     
15:13:21 880 A     
15:13:22 885 A     
15:13:23 885 A     
15:13:24 890 A     
15:13:25 875 A     
15:13:26 875 A     
15:13:27 885 A     
15:13:27 885 A     
15:13:28 865 A     
15:13:29 870 A     
15:13:30 880 A     
15:13:31 885 A     
15:13:32 860 A     
15:13:33 885 A     
15:13:34 870 A     
15:13:34 885 A     
15:13:35 875 A     
15:13:36 865 A     
15:13:37 875 A     
15:13:38 885 A     
15:13:39 880 A     
15:13:40 875 A     
15:13:41 875 A     
15:13:41 875 A     
15:13:42 885 A     
15:13:43 870 A     
15:13:44 865 A     
15:13:45 880 A     
15:13:45 355 A PR    
15:13:46 525 A PR    
15:13:47 890 A CP    
15:13:47 655 A PR    
15:13:48 220 A PR    
15:13:48 900 A CP    
15:13:49 890 A     
15:13:50 880 A     
15:13:51 875 A     
15:13:52 875 A     
15:13:53 895 A     
15:13:54 885 A     
15:13:55 870 A     
15:13:55 870 A     
15:13:56 890 A     
15:13:57 865 A     
15:13:58 870 A     
15:13:59 865 A     
15:14:00 870 A     
15:14:01 885 A     
15:14:02 875 A     
15:14:02 870 A     
15:14:03 875 A     
15:14:04 880 A     
15:14:05 890 A     
15:14:06 870 A     
15:14:07 865 A     
15:14:08 875 A     
15:14:09 875 A     
15:14:09 865 A     
15:14:10 860 A     
15:14:11 860 A     
15:14:12 870 A     
15:14:13 855 A     
15:14:14 860 A     
15:14:15 855 A     
15:14:15 865 A     
15:14:16 865 A     
15:14:17 855 A     
15:14:18 855 A     
15:14:19 865 A     
15:14:20 875 A     
15:14:21 865 A     
15:14:22 865 A     
15:14:22 875 A     
15:14:23 885 A     
15:14:24 870 A     
15:14:25 865 A     
15:14:26 870 A     
15:14:27 875 A     
15:14:28 875 A     
15:14:29 870 A     
15:14:29 615 A PR    
15:14:29 260 A     
15:14:30 875 A     
15:14:31 890 A     
15:14:32 725 A     
15:14:33 655 A     
15:14:34 1000 A     
15:14:34 915 A     
15:14:35 880 A     
15:14:36 870 A     
15:14:37 880 A     
15:14:38 880 A     
15:14:39 880 A     
15:14:40 885 A     
15:14:41 885 A     
15:14:42 895 A     
15:14:42 895 A     
15:14:43 885 A     
15:14:44 880 A     
15:14:45 895 A     
15:14:46 905 A     
15:14:47 890 A     
15:14:48 880 A     
15:14:49 890 A     
15:14:50 895 A     
15:14:50 890 A     
15:14:51 885 A     
15:14:52 890 A     
15:14:53 750 A     
15:14:54 1040 A     
15:14:55 890 A     
15:14:56 890 A     
15:14:57 885 A     
15:14:58 905 A     
15:14:58 885 A     
15:14:59 890 A     
15:15:00 890 A     
15:15:01 895 A     
15:15:02 885 A     
15:15:03 895 A     
15:15:04 890 A     
15:15:05 905 A     
15:15:06 895 A     
15:15:06 890 A     
15:15:07 905 A     
15:15:08 905 A     
15:15:09 895 A     
15:15:10 895 A     
15:15:11 895 A     
15:15:12 895 A     
15:15:13 900 A     
15:15:14 895 A     
15:15:15 890 A     
15:15:15 890 A     
15:15:16 895 A     
15:15:17 880 A     
15:15:18 885 A     
15:15:19 880 A     
15:15:20 895 A     
15:15:21 880 A     
15:15:22 880 A     
15:15:23 890 A     
15:15:23 900 A     
15:15:24 880 A     
15:15:25 885 A     
15:15:26 885 A     
15:15:27 890 A     
15:15:28 885 A     
15:15:29 880 A     
15:15:30 890 A     
15:15:31 890 A     
15:15:31 890 A     
15:15:32 895 A     
15:15:33 885 A     
15:15:34 900 A     
15:15:35 900 A     
15:15:36 885 A     
15:15:37 890 A     
15:15:38 905 A     
15:15:39 900 A     
15:15:39 900 A     
15:15:40 895 A     
15:15:41 905 A     
15:15:42 915 A     
15:15:43 900 A     
15:15:44 1005 A     
15:15:45 815 A     
15:15:46 920 A     
15:15:47 910 A     
15:15:48 910 A     
15:15:49 915 A     
15:15:49 915 A     
15:15:50 920 A     
15:15:51 910 A     
15:15:52 910 A     
15:15:53 910 A     
15:15:54 915 A     
15:15:55 905 A     
15:15:56 900 A     
15:15:57 905 A     
15:15:58 920 A     
15:15:59 905 A     
15:15:59 910 A     
15:16:00 910 A     
15:16:01 915 A     
15:16:02 910 A     
15:16:03 910 A     
15:16:04 910 A     
15:16:05 915 A     
15:16:06 910 A     
15:16:07 910 A     
15:16:08 915 A     
15:16:09 920 A     
15:16:10 915 A     
15:16:10 915 A     
15:16:11 915 A     
15:16:12 480 A PR    
15:16:12 400 A PR    
15:16:13 975 A CP    
15:16:14 915 A     
15:16:15 920 A     
15:16:16 920 A     
15:16:17 910 A     
15:16:18 915 A     
15:16:19 920 A     
15:16:20 920 A     
15:16:21 920 A     
15:16:21 915 A     
15:16:22 920 A     
15:16:23 920 A     
15:16:24 920 A     
15:16:25 915 A     
15:16:26 915 A     
15:16:27 920 A     
15:16:28 915 A     
15:16:29 910 A     
15:16:30 910 A     
15:16:31 910 A     
15:16:32 915 A     
15:16:32 910 A     
15:16:33 910 A     
15:16:34 915 A     
15:16:35 920 A     
15:16:36 910 A     
15:16:37 915 A     
15:16:38 915 A     
15:16:39 925 A     
15:16:40 915 A     
15:16:41 910 A     
15:16:42 915 A     
15:16:43 920 A     
15:16:43 910 A     
15:16:44 910 A     
15:16:45 920 A     
15:16:46 925 A     
15:16:47 915 A     
15:16:48 920 A     
15:16:49 915 A     
15:16:50 930 A     
15:16:51 925 A     
15:16:52 920 A     
15:16:53 920 A     
15:16:54 930 A     
15:16:54 920 A     
15:16:55 925 A     
15:16:56 935 A     
15:16:57 940 A     
15:16:58 940 A     
15:16:59 935 A     
15:17:00 930 A     
15:17:01 935 A     
15:17:02 925 A     
15:17:03 930 A     
15:17:04 925 A     
15:17:05 915 A     
15:17:06 915 A     
15:17:07 920 A     
15:17:07 910 A     
15:17:08 915 A     
15:17:09 915 A     
15:17:10 905 A     
15:17:11 905 A     
15:17:12 920 A     
15:17:13 900 A     
15:17:14 905 A     
15:17:15 910 A     
15:17:16 900 A     
15:17:16 660 A PR    
15:17:17 1115 A CP    
15:17:18 940 A     
15:17:19 915 A     
15:17:20 925 A     
15:17:21 925 A     
15:17:22 925 A     
15:17:23 930 A     
15:17:24 935 A     
15:17:25 630 A PR    
15:17:26 1235 A CP    
15:17:27 935 A     
15:17:28 955 A     
15:17:29 950 A     
15:17:30 940 A     
15:17:30 945 A     
15:17:31 960 A     
15:17:32 945 A     
15:17:33 945 A     
15:17:34 950 A     
15:17:35 950 A     
15:17:36 940 A     
15:17:37 935 A     
15:17:38 940 A     
15:17:39 945 A     
15:17:40 935 A     
15:17:41 940 A     
15:17:42 935 A     
15:17:43 930 A     
15:17:44 940 A     
15:17:45 930 A     
15:17:46 935 A     
15:17:46 945 A     
15:17:47 930 A     
15:17:48 935 A     
15:17:49 930 A     
15:17:50 935 A     
15:17:51 930 A     
15:17:52 920 A     
15:17:53 925 A     
15:17:54 925 A     
15:17:55 915 A     
15:17:56 915 A     
15:17:57 915 A     
15:17:58 920 A     
15:17:58 915 A     
15:17:59 910 A     
15:18:00 915 A     
15:18:01 920 A     
15:18:02 905 A     
15:18:03 915 A     
15:18:04 910 A     
15:18:05 920 A     
15:18:06 910 A     
15:18:07 915 A     
15:18:08 915 A     
15:18:09 920 A     
15:18:09 910 A     
15:18:10 915 A     
15:18:11 910 A     
15:18:12 910 A     
15:18:13 915 A     
15:18:14 905 A     
15:18:15 910 A     
15:18:16 915 A     
15:18:17 905 A     
15:18:18 900 A     
15:18:19 900 A     
15:18:19 905 A     
15:18:20 900 A     
15:18:21 905 A     
15:18:22 900 A     
15:18:23 890 A     
15:18:24 890 A     
15:18:25 890 A     
15:18:26 890 A     
15:18:27 890 A     
15:18:27 890 A     
15:18:28 885 A     
15:18:29 885 A     
15:18:30 885 A     
15:18:31 895 A     
15:18:32 895 A     
15:18:33 895 A     
15:18:34 895 A     
15:18:35 895 A     
15:18:36 895 A     
15:18:36 890 A     
15:18:37 880 A     
15:18:38 880 A     
15:18:39 880 A     
15:18:40 875 A     
15:18:41 875 A     
15:18:42 880 A     
15:18:43 880 A     
15:18:43 880 A     
15:18:44 880 A     
15:18:45 880 A     
15:18:46 885 A     
15:18:47 880 A     
15:18:48 885 A     
15:18:49 885 A     
15:18:50 895 A     
15:18:51 895 A     
15:18:51 890 A     
15:18:52 895 A     
15:18:53 900 A     
15:18:54 900 A     
15:18:55 895 A     
15:18:56 895 A     
15:18:57 900 A     
15:18:58 905 A     
15:18:59 900 A     
15:18:59 900 A     
15:19:00 900 A     
15:19:01 905 A     
15:19:02 900 A     
15:19:03 900 A     
15:19:04 905 A     
15:19:05 915 A     
15:19:06 900 A     
15:19:07 895 A     
15:19:08 905 A     
15:19:09 910 A     
15:19:09 905 A     
15:19:10 900 A     
15:19:11 905 A     
15:19:12 900 A     
15:19:13 900 A     
15:19:14 910 A     
15:19:14 485 A PR    
15:19:15 345 A PR    
15:19:16 975 A CP    
15:19:17 895 A     
15:19:18 895 A     
15:19:18 880 A     
15:19:19 895 A     
15:19:20 895 A     
15:19:21 890 A     
15:19:22 590 A PR    
15:19:22 290 A     
15:19:22 345 A PR    
15:19:23 555 A CP    
15:19:24 915 A CP    
15:19:25 895 A     
15:19:25 565 A PR    
15:19:26 305 A PR    
15:19:27 935 A CP    
15:19:27 910 A     
15:19:28 905 A     
15:19:29 900 A     
15:19:30 400 A PR    
15:19:30 505 A PR    
15:19:31 905 A CP    
15:19:32 905 A     
15:19:33 915 A     
15:19:34 905 A     
15:19:35 925 A     
15:19:35 500 A PR    
15:19:36 420 A PR    
15:19:37 930 A CP    
15:19:37 930 A     
15:19:38 935 A     
15:19:39 935 A     
15:19:40 930 A     
15:19:41 930 A     
15:19:42 940 A     
15:19:43 930 A     
15:19:44 930 A     
15:19:45 665 A PR    
15:19:46 1190 A CP    
15:19:46 590 A PR    
15:19:47 1065 A CP    
15:19:48 925 A     
15:19:49 495 A PR    
15:19:50 1015 A CP    
15:19:51 885 A     
15:19:52 890 A     
15:19:53 915 A     
15:19:54 920 A     
15:19:54 790 A     
15:19:55 1055 A     
15:19:56 925 A     
15:19:57 945 A     
15:19:58 940 A     
15:19:59 925 A     
15:20:00 940 A     
15:20:01 945 A     
15:20:02 950 A     
15:20:03 935 A     
15:20:04 935 A     
15:20:05 945 A     
15:20:06 895 A     
15:20:06 675 A PR    
15:20:07 1090 A CP    
15:20:08 340 A PR    
15:20:08 595 A CP    
15:20:09 925 A     
15:20:10 915 A     
15:20:11 905 A     
15:20:12 930 A     
15:20:13 925 A     
15:20:14 920 A     
15:20:15 915 A     
15:20:15 545 A PR    
15:20:16 890 A CP    
15:20:17 1060 A     
15:20:18 745 A     
15:20:18 300 A PR    
15:20:19 600 A CP    
15:20:20 1030 A     
15:20:21 925 A     
15:20:22 915 A     
15:20:23 915 A     
15:20:24 920 A     
15:20:25 915 A     
15:20:25 910 A     
15:20:26 915 A     
15:20:27 725 A     
15:20:28 1060 A     
15:20:29 650 A PR    
15:20:29 445 A PR    
15:20:30 390 A PR    
15:20:30 365 A PR    
15:20:31 990 A CP    
15:20:32 950 A     
15:20:33 910 A     
15:20:34 910 A     
15:20:35 915 A     
15:20:36 910 A     
15:20:37 910 A     
15:20:37 910 A     
15:20:38 910 A     
15:20:39 915 A     
15:20:40 905 A     
15:20:41 910 A     
15:20:42 915 A     
15:20:43 520 A PR    
15:20:44 1080 A CP    
15:20:44 835 A     
15:20:45 985 A     
15:20:46 915 A     
15:20:47 915 A     
15:20:48 920 A     
15:20:49 910 A     
15:20:50 910 A     
15:20:51 900 A     
15:20:52 910 A     
15:20:53 910 A     
15:20:53 570 A PR    
15:20:54 1060 A CP    
15:20:55 930 A     
15:20:56 755 A     
15:20:57 1040 A     
15:20:58 925 A     
15:20:59 930 A     
15:20:59 420 A PR    
15:21:00 1080 A CP    
15:21:01 935 A     
15:21:02 925 A     
15:21:03 925 A     
15:21:04 775 A     
15:21:05 1005 A     
15:21:06 915 A     
15:21:06 410 A PR    
15:21:07 575 A PR    
15:21:07 460 A PR    
15:21:08 530 A PR    
15:21:09 985 A CP    
15:21:10 875 A     
15:21:10 425 A PR    
15:21:11 1095 A CP    
15:21:12 940 A     
15:21:13 930 A     
15:21:14 925 A     
15:21:15 925 A     
15:21:16 920 A     
15:21:17 920 A     
15:21:18 915 A     
15:21:19 920 A     
15:21:20 920 A     
15:21:20 925 A     
15:21:21 610 A PR    
15:21:22 505 A PR    
15:21:22 570 A PR    
15:21:23 1070 A CP    
15:21:24 930 A     
15:21:25 930 A     
15:21:26 920 A     
15:21:27 930 A     
15:21:28 930 A     
15:21:29 925 A     
15:21:30 920 A     
15:21:31 930 A     
15:21:32 935 A     
15:21:32 530 A PR    
15:21:33 1075 A CP    
15:21:34 925 A     
15:21:35 915 A     
15:21:36 920 A     
15:21:37 925 A     
15:21:38 915 A     
15:21:39 930 A     
15:21:40 935 A     
15:21:41 905 A     
15:21:41 920 A     
